Calculated optimized lattice constant using scipy fmin approach:

Structure              a              c                  a/c
   Hf2Os2   4.59210142334   3.29084849241  0.716632362622
   Cr2Ga2   3.70222081475    3.8920314466   1.05126939784
   Fe2Zn2   3.64349738427   3.89747068995   1.06970591135
   Cu2Zn2    3.9313626508   3.42797420446   0.87195573366
   Ru2Rh2   3.81708622476   3.87172762696   1.01431495098
   Cr2Hg2   3.97898064217   4.20075709161   1.05573700135
   Nb2Hg2   4.16731035942   4.48744988732   1.07682161881
   Pd2Tl2   4.93627693225     3.394337626  0.687631118065
    Ru2W2    3.9594949957    3.8412433427  0.970134662848
   Al2Fe2   4.05296215064   2.88001361548  0.710594747357
   Al2Cd2   4.28752984642   4.47838962322   1.04451508996
    W2Au2   3.91327937771   4.38779646457   1.12125816765
   Cd2Ir2   4.11365635353   4.11364997458  0.999998449324
   Ta2Tl2   4.26508512227    4.5844145081   1.07487057742
    Y2Pt2   4.96534337999   3.51074914653  0.707050626283
   Zr2Mo2   4.73611373394    3.3462832071  0.706546209632
   Ni2Mo2   3.72979370606   3.82724552295   1.02612793751
   Ti2La2   5.21036498068   3.81228567031  0.731673440238
   Zn2Tl2   5.21013021797   3.86746249095  0.742296704526
   Co2Os2   3.70335590526   3.66100574137  0.988564381881
   Hg2Pb2   5.02580942767   4.73311928499  0.941762586327
   Ti2Sn2   4.38792543991   4.11862485605  0.938626900674
   Zn2Sn2   4.71216469042   4.11471189574  0.873210544637
   Tl2Pb2   5.03424249891    5.2108767546   1.03508656083
   Zn2Au2   4.47457440135   3.31460849053  0.740765085844
   Ga2Pt2   4.46213251548   3.12412657093   0.70014204197
   Zn2Rh2   4.29521313876    3.0372307133  0.707119906552
   Zr2Tc2   4.65625620928   3.29399608676  0.707434457794
   Hf2Tl2   4.51416542145    4.4504422865  0.985883739518
   Ti2Zr2   4.40200902512   4.19307633795   0.95253696983
   Mn2Pb2   4.93627739717   3.89117829771  0.788281934873
   Sc2Nb2   4.11359601965   4.80227581233   1.16741551416
   Cr2Os2   3.79227680148   3.67216625283  0.968327589219
    Cd2W2   3.91946810879     4.703210613   1.19996144437
   Sn2Pt2   4.80170251676   3.42796976697  0.713907151683
   Tc2Rh2   3.81236204573   3.93632741064   1.03251668216
    Cr2Y2   4.93627436452    3.3524574542  0.679147309618
   Cd2Tl2   5.62144532837   3.81196436925  0.678111081151
   Zr2Pd2   4.52174102888   3.70396267233  0.819145247079
   Co2Hf2   4.48941163929   3.14988962278  0.701626376876
     Y2W2   4.13037772515   4.96637519673   1.20240218382
   Fe2Hg2    4.1527207638   4.00459988085   0.96433160538
    Hf2W2    4.0045127907   4.67706760262   1.16794922306
   Ti2Hf2   4.39088185535   4.12949377312  0.940470253849
   Cd2Os2   3.92370409535   4.48965004981   1.14423767458
   Ag2Os2   3.75142649751   4.62818758521   1.23371405205
   Sc2Ru2   4.55645326652   3.20287822707  0.702932311542
    V2Zr2   4.68620237272   3.31361366157  0.707099992279
   Nb2Pt2   3.99982706591   4.12590384911   1.03152055854
    V2Mo2    3.6283715513   4.55687596896   1.25590114037
   In2Sn2   4.70446808814   5.21041550595   1.10754614726
   Fe2Sn2   4.55603370907    3.1536437639  0.692190612554
    V2Hg2   4.11359352343    4.1386724737   1.00609660389
   Sc2Cr2    3.8495840035   4.44293661986   1.15413421705
    Nb2Y2   4.30560349313   5.03462348997   1.16931888828
   Fe2Os2   3.75726452643   3.64148105566  0.969184104564
   La2Tl2   5.48476093862   4.38804160754  0.800042455204
   Ti2Cu2   3.85579824865   3.88661328224   1.00799186877
   Hf2Au2   4.45006421901   3.95123343636  0.887904812582
   Cr2Pd2   3.73332260927   3.92643891981   1.05172773177
   Fe2Cd2    3.9812355981   4.19757711866   1.05434029593
   Cu2Sn2   4.61311771187   3.70223778994  0.802545701449
   Ti2Zn2   4.03957122935   3.82882990302  0.947830768573
   Co2Ga2   4.08356441057   2.88946558588  0.707584182681
   Ga2Pd2   4.42603111193    3.1538085778  0.712559062068
   Cr2Sn2   4.55109857017   3.22539159596  0.708706160992
   Ru2Pt2   3.88415864381   3.92836887703    1.0113821904
   Cr2Ag2     3.692108029   4.39859790735   1.19135135614
   In2Hf2   4.42003907505    4.4637900505   1.00989832323
   Tc2Re2   3.89503228462   3.89504508139   1.00000328541
   Ti2Hg2   4.30241965831   4.13538727817  0.961177106511
   Cd2Re2   3.86219029021   4.69963423978   1.21683135388
   Al2Ti2   3.98159995981   4.06631450937   1.02127650955
   La2Re2   5.09580909163   3.61517857239  0.709441524866
   Ga2Sn2   4.93628098177   4.03046936733  0.816499178676
   Cu2Pt2   3.91468209707   3.70220832814  0.945723876509
   Zn2Mo2   3.75462166333   4.26194995181   1.13512101457
   Mn2Rh2    4.3109510719   3.05919679703  0.709633847846
    Tc2Y2   4.93627339205   3.39821524017  0.688417145947
   In2Ir2   4.39962698758   3.59240635347  0.816525210799
   Co2Cr2   3.50962011958   3.55114958246   1.01183303647
   Mn2Zr2   4.53273940145    3.2039497361  0.706846225282
   Hg2Tl2   5.21050519998   4.60237079549  0.883286863529
   Os2Tl2   4.71115210007   3.33784950158  0.708499626138
   La2Ru2   5.07627650639    3.5783124191  0.704908886385
   Zn2Hf2   4.66660523083   3.30176145284  0.707529625825
   Fe2Ni2   3.57249150455   3.59874738096   1.00734945804
   Co2La2   5.02203954494   3.55986624881  0.708848709166
   Sc2Pd2   4.69306564508   3.34277139443  0.712278848674
   Ti2Ag2   4.02335259844      4.31934928   1.07356965971
    V2Ru2   4.24720881215   3.02367589738  0.711920706307
   Nb2Os2   4.33251173723   3.46819811051  0.800505185181
   Ag2In2   4.52285428982   4.39256411878  0.971192932009
   Ti2In2   4.25791614446   4.28276674373   1.00583632895
   Ir2Hg2   4.22152331882   4.01327271822  0.950669323637
    Rh2Y2   4.93627022223   3.40928902663  0.690660938957
   Tc2Ru2   3.84543982435   3.84821123458   1.00072070045
   Re2Pt2   3.84286220153   4.11356202098   1.07044223947
    V2In2    4.0758920288   4.25720340704   1.04448385211
   Co2Cd2   3.99669731506    4.0230907916   1.00660382172
   Co2Ta2   3.98747273202   3.57291909281  0.896035993957
    Sc2W2   3.93734863375   4.75173170126   1.20683539693
   Ga2Tc2   4.38780591717   3.01830525798  0.687884859758
   Pd2Ir2     3.907540334   3.94889915782   1.01058436261
   La2Os2   5.09277784137   3.58953820554  0.704829135954
   Au2Pb2   5.21050491005   3.75123450294  0.719936852128
   Co2Cu2   3.50164876338   3.81733374278   1.09015323944
   Cu2Au2   4.11358777361   3.70238971029  0.900039069068
   Pd2In2   4.70118365739   3.35554736932  0.713766492412
   La2Sn2   5.17053740503   4.59809984704  0.889288576187
    Y2Re2   4.93627553544   3.38667471344  0.686078945376
   Zn2In2    4.6175986009   4.21231690694   0.91223106879
   Mn2Tl2    4.5988836503    4.1157066769  0.894936030102
   Ru2Re2   3.86219780905   3.86221649685   1.00000483864
   Tc2Tl2   4.72110778144   3.34986686952  0.709551025861
   Fe2Zr2   4.48556155576   3.15330204977  0.702989360545
   Sc2Rh2   4.57400224534   3.24178267542  0.708740945355
    Ru2Y2   4.83462269585   3.41101590604  0.705539215908
   Ni2Ag2   3.92296350974   3.83035721687  0.976393791928
   Zr2In2   4.48381938209   4.45317782094  0.993166191914
   La2Cd2   5.70007284313    3.8841327925  0.681418097522
    W2Pt2   3.88129151113   4.15692061768   1.07101479128
   Ti2Ta2   3.96634775398   4.56171047409   1.15010351009
   Mn2Hf2   4.49812889801   3.13012420119  0.695872499913
   Sc2In2   4.61072556335   4.29261366874  0.931006109507
   Nb2Tl2   4.28945900728   4.54175525885   1.05881773229
   Mn2Fe2   3.48499684158   3.48204744881  0.999153688539
   Cr2Pb2   4.71461308145   3.33373119625   0.70710599972
   Cr2Ir2    3.7826184327   3.70235440224  0.978780828178
   Hf2Pb2   4.66655142487   4.38779970694  0.940266013904
   Tc2Os2   3.86240632889   3.87396919693   1.00299369539
   La2Mo2   4.19282506307   5.25665091593   1.25372531333
   Al2Tc2   4.32231743723   3.04107080435   0.70357414709
   Sc2Ni2   4.48451016531    3.1537225418  0.703247941368
   La2Rh2    5.1205506947    3.6244670961  0.707827597499
   Zn2Pb2   5.21048266661   3.74142198702  0.718056699621
   Zn2Tc2    3.7151373679   4.18530502217   1.12655458135
   Pd2Hg2   4.41778674143   3.85355761195  0.872282397838
   Zr2Au2   4.41034426861   4.11569917891  0.933192269865
   Al2Cu2   3.97118055238   3.45473004154  0.869950382757
   Ta2Ir2   4.08520645836   3.87190459782  0.947786761155
   Re2Tl2   4.14902612683    4.4508203642   1.07273857241
   Ag2Ir2   3.83495007399   4.47828449234   1.16775561766
    Mn2Y2   5.07923751628   3.53052226024  0.695089026438
   Co2Pt2   3.83057503591   3.73741105281   0.97567885181
   Mo2Tl2    4.1939882113   4.49468265356   1.07169653969
    V2Pt2   3.83078514672   3.91413675364    1.0217583612
   Al2Cr2   3.65133019251   3.94906469396   1.08154137965
   Fe2Pd2   3.86685433378   3.79238104673  0.980740601889
   Rh2In2   4.47599637265   3.42798170456  0.765858910321
   Zr2Tl2   4.58332161637   4.41835573276  0.964007351563
   Sn2Re2    4.6323772973   3.29090383576   0.71041360074
   Ti2Pd2   4.03132129465   3.89532180495   0.96626428911
   Al2Ru2   4.24852351539   3.01427969158  0.709488762546
   Sc2La2   5.21049000357   4.49038441253  0.861796953732
   Zr2Pt2   4.84116720209   3.23873472939  0.668998734023
    V2Zn2   3.64336098127   4.13627700017   1.13529156771
    Co2W2   3.77523082749   3.70760939798  0.982088133786
   Co2Rh2   3.78154372258   3.65722792318   0.96712564801
   Fe2Ag2   3.89222315016   4.11460646619   1.05713529452
   Pd2Pb2   4.97982609428   3.54279642649  0.711429748633
   Mn2Ag2   4.61478850709   3.29388030581  0.713766254022
    Zn2Y2   5.06897882094   3.58429544287  0.707104047873
   Ni2La2   5.06354786926   3.56670825978  0.704389165832
   Nb2Pb2   5.11965905268    3.2938761905   0.64337803682
    Fe2Y2   4.93629332089   3.39888919705  0.688550897627
   Ru2Tl2   4.69933083367    3.3233491268  0.707196246536
   Co2Pb2   4.71304676716   3.34616179111  0.709978482375
    W2Pb2    4.2745722736   4.63182570166   1.08357641542
    Ni2Y2   4.79252823495   3.42796734947  0.715273271521
   Ni2Tl2    4.6362655689   3.29103656194  0.709846429854
   Mn2Ga2   3.83360657566   3.70234837279  0.965761170251
   Nb2Re2   4.52493557153   3.20536220246  0.708377423676
   Cu2Pd2   4.30321823678   3.04284057822  0.707108124848
