Calculated optimized lattice constant using variable cell approach:

Structure              a              c                  a/c
   Nb2Hg2     4.173524536     4.477542615   1.07284444512
   Pd2Tl2     4.864321197     3.455577418  0.710392525093
    Ru2W2     3.961172851     3.840178875  0.969455012303
   Al2Fe2     4.061552967     2.872810250  0.707318179362
   Al2Cd2     4.294913420     4.384490012   1.02085643719
    W2Au2     3.928602564     4.347346772   1.10658859001
   Cd2Ir2     4.092750915     4.114699138   1.00536270676
   Ta2Tl2     4.268162126     4.571768173   1.07113273536
    Y2Pt2     4.961344402     3.513023880  0.708079019587
   Zr2Mo2     4.736498445     3.349220670  0.707108998111
   Ni2Mo2     3.730520197     3.826641414   1.02576616984
   Ti2La2     5.238000079     3.783820220  0.722378801629
   Zn2Tl2     5.075782941     3.978813791   0.78388178479
   Co2Os2     3.703517167     3.659744473  0.988180777346
   Hg2Pb2     5.095269023     4.587059673  0.900258583461
   Ti2Sn2     4.381124795     4.121487041   0.94073719281
   Zn2Sn2     4.626745080     4.183100034  0.904112926403
   Tl2Pb2     5.002128808     5.209555807   1.04146774443
   Zn2Au2     4.519663006     3.235185634  0.715802401574
   Ga2Pt2     4.444060122     3.138036671  0.706119310912
   Zn2Rh2     4.290856382     3.043633623    0.7093301085
   Zr2Tc2     4.655554888     3.294724454   0.70769747823
   Hf2Tl2     4.514253727     4.442163620  0.984030559344
   Ti2Zr2     4.411429959     4.184911679  0.948651960452
   Mn2Pb2     4.753582232     4.075475677  0.857348306623
   Sc2Nb2     4.107276658     4.811345974   1.17141998814
   Cr2Os2     3.791410168     3.675333617  0.969384333043
    Cd2W2     3.921794355     4.680729596   1.19351734749
   Sn2Pt2     4.741877833     3.483448176  0.734613648576
   Tc2Rh2     3.815686958     3.930304734   1.03003856901
    Cr2Y2     4.861705140     3.441662456  0.707912626721
   Cd2Tl2     5.302309274     4.226958011  0.797191901221
   Zr2Pd2     4.416825204     3.860595152  0.874065640747
   Co2Hf2     4.445567388     3.154474909  0.709577571024
     Y2W2     4.128317836     4.970118019   1.20390876295
   Fe2Hg2     4.152303624     4.000054169  0.963333737417
    Hf2W2     4.003617293     4.679011676      1.16869604
   Ti2Hf2     4.372870426     4.164448531  0.952337509531
   Cd2Os2     3.926202186     4.468939504   1.13823468387
   Ag2Os2     3.752606168     4.606765108   1.22761752813
   Sc2Ru2     4.549720794     3.216705510  0.707011628987
    V2Zr2     4.689205487     3.317515356  0.707479202009
   Nb2Pt2     3.999320851     4.127011997    1.0319282075
    V2Mo2     3.628324552     4.555998662   1.25567561465
   In2Sn2     4.831052852     4.875425320   1.00918484425
   Fe2Sn2     4.489682817     3.233977145  0.720313054801
    V2Hg2     4.078286651     4.197620061   1.02926067249
   Sc2Cr2     3.853804449     4.440555103   1.15225231632
    Nb2Y2     4.318131025     5.015903805   1.16159138663
   Fe2Os2     3.739782976     3.693267050  0.987561864873
   La2Tl2     5.294052274     4.567396802  0.862741160383
   Ti2Cu2     3.877638482     3.852000916  0.993388355795
   Hf2Au2     4.435679804     3.975715571   0.89630355361
   Cr2Pd2     3.739087770     3.920244057   1.04844932725
   Fe2Cd2     3.980435381     4.156744168    1.0442938448
   Cu2Sn2     4.470039232     3.864540706  0.864542905649
   Ti2Zn2     4.024261508     3.857882214  0.958655943788
   Co2Ga2     4.080137779     2.890769859  0.708498098735
   Ga2Pd2     4.425129797     3.145158891  0.710749522677
   Cr2Sn2     4.524486095     3.249393366  0.718179545206
   Ru2Pt2     3.883922920     3.934149561   1.01293193558
   Cr2Ag2     3.692419517     4.388931413   1.18863292559
   In2Hf2     4.411516204     4.461041028   1.01122625912
   Pb2Bi2     5.103232592     5.105709935   1.00048544583
   Tc2Re2     3.894013827     3.894739501    1.0001863563
   Ti2Hg2     4.303915462     4.136320504  0.961059886171
   In2Bi2     4.890212602     5.291543343   1.08206815811
   Cd2Re2     3.865443195     4.675013604   1.20943792682
   Al2Ti2     3.983311846     4.066229962   1.02081637572
   La2Re2     5.097894659     3.613145667  0.708752516222
   Ga2Sn2     4.674723570     4.442128704  0.950244145452
   Cu2Pt2     3.938060378     3.641232039  0.924625752145
   Zn2Mo2     3.760708983     4.247600911   1.12946812162
   Mn2Rh2     4.316226020     3.056505606  0.708143084222
    Tc2Y2     4.874814340     3.455171281  0.708780076535
   In2Ir2     4.390155634     3.593008436  0.818423931984
   Co2Cr2     3.508953135     3.556274583   1.01348591622
   Mn2Zr2     4.534168057     3.207039575  0.707304964149
   Hg2Tl2     5.477658584     4.217440005  0.769934807058
   Os2Tl2     4.708360629     3.341292322  0.709650892376
   La2Ru2     5.071282243     3.586138670  0.707146338571
   Zn2Hf2     4.653902059     3.314003941  0.712091466255
   Rh2Bi2     4.884689663     3.461023687  0.708545255846
   Fe2Ni2     3.578922245     3.592579584   1.00381604798
   Co2La2     5.067485945     3.546649005  0.699883343238
   Sc2Pd2     4.694574613     3.341949988   0.71187493298
   Ti2Ag2     4.016820870     4.323433532   1.07633217211
    V2Ru2     4.259913720     3.011281451  0.706887897016
   Nb2Os2     4.341281432     3.453469933  0.795495520641
   Ag2In2     4.655606107     4.108289471  0.882439230592
   Ti2In2     4.249405314     4.273205940   1.00560093101
   Ir2Hg2     4.219062651     4.012986201  0.951155868721
    Rh2Y2     4.870772192     3.449646155  0.708233934789
   Tc2Ru2     3.846244512     3.847405068   1.00030173745
   Re2Pt2     3.853846776     4.076782712   1.05784763873
    V2In2     4.069180229     4.247914874   1.04392399327
   Co2Cd2     4.014497066     3.932478093  0.979569303041
   Co2Ta2     3.991600529     3.567564707  0.893767971289
   Ti2Bi2     4.991727663     3.559610872  0.713101978376
    Sc2W2     3.938165137     4.748760978   1.20583084071
   Ga2Tc2     4.318452582     3.081211675  0.713499017644
   Mo2Bi2     4.870318278     3.448206839  0.708004414121
   Pd2Ir2     3.904640478     3.953315394   1.01246591492
    Y2Bi2     5.494098335     3.937191016  0.716621868764
   La2Os2     5.085799739     3.596782847   0.70722069912
   Au2Pb2     5.214123068     3.737447010  0.716793017974
   Co2Cu2     3.506239442     3.801531782    1.0842191028
   Al2Bi2     5.045400266     4.051297401  0.802968483651
   Cu2Au2     4.145182171     3.582438147  0.864241425157
   Pd2In2     4.701437704     3.339098164    0.7102291627
   La2Sn2     5.136260315     4.614024274  0.898323681244
    Y2Re2     4.881128552     3.462409682  0.709346136885
   Zn2In2     4.684813026     4.083497794  0.871645841859
   Mn2Tl2     4.656714080     3.996457372  0.858214033188
   Ru2Re2     3.863009995     3.861050308  0.999492704652
   Tc2Tl2     4.717649066     3.353724094  0.710888844652
   Fe2Zr2     4.486261678     3.172875796  0.707242694192
   Sc2Rh2     4.578044798     3.236715373  0.707008235134
    Ru2Y2     4.621059437     3.514094576  0.760452148238
   Ni2Ag2     3.937642260     3.797336420  0.964368058159
   Zr2In2     4.476374482     4.443717863  0.992704672245
   La2Cd2     5.605439379     3.969400304  0.708133660114
    W2Pt2     3.883688156     4.151469016   1.06895014462
   Ti2Ta2     3.972218694     4.549127821   1.14523599314
   Mn2Hf2     4.482370564     3.171627926  0.707578251444
   Sc2In2     4.585805599     4.290734549  0.935655569424
   Nb2Tl2     4.294350605     4.526394599   1.05403471103
   Mn2Fe2     3.482917010     3.487839972   1.00141345946
   Cr2Pb2     4.717473525     3.339851037  0.707974516296
   Cr2Ir2     3.784161836     3.692487181  0.975774118821
   Hf2Pb2     4.692458330     4.327875824   0.92230458315
   Tc2Os2     3.862243993     3.873504033   1.00291541395
   La2Mo2     4.200207697     5.251784684   1.25036309222
   Al2Tc2     4.308053277     3.061850792  0.710727234583
   Sc2Ni2     4.481428993     3.181929526  0.710025648285
   La2Rh2     5.122540227     3.619451106  0.706573486124
   Zn2Pb2     5.187437678     3.760623537  0.724948186452
   Zn2Tc2     3.769546939     4.052994197   1.07519398553
   Pd2Hg2     4.423209843     3.839970646  0.868141187576
   Zr2Au2     4.415517811     4.111365746  0.931117463904
   Al2Cu2     4.000223333     3.401492159   0.85032556331
   Ta2Ir2     4.081365002     3.874466193  0.949306467591
   Re2Tl2     4.152568654     4.434153998   1.06780991898
   Ag2Ir2     3.832045729     4.470279896   1.16655181387
    Mn2Y2     5.043337605     3.565073173  0.706887670868
   Co2Pt2     3.834991772     3.728706647  0.972285435975
   Mo2Tl2     4.205576700     4.471505069   1.06323231936
    V2Pt2     3.832368197     3.913015954   1.02104384361
   Al2Cr2     3.660399109     3.938586125   1.07599909401
   Fe2Pd2     3.875611903     3.781510549   0.97571961374
   Rh2In2     4.535186840     3.340756157  0.736630325246
   Zr2Tl2     4.578849214     4.422630931  0.965882632142
   Sn2Re2     4.524883606     3.496296155  0.772682008961
   Ti2Pd2     4.043985261     3.876756317  0.958647489245
   Al2Ru2     4.252219732     3.010898240  0.708076823345
   Sc2La2     5.349363659     4.324473495  0.808408956778
   Zr2Pt2     4.779134327     3.326520502  0.696050848206
    V2Zn2     3.645106014     4.134834739   1.13435239555
    Co2W2     3.777708364     3.705240466  0.980816968644
   Co2Rh2     3.781234646     3.650811699  0.965507840901
   Fe2Ag2     3.885287491     4.118834930    1.0601107227
   Pd2Pb2     4.980391911     3.533641612  0.709510752396
   Mn2Ag2     4.538525942     3.363302518   0.74105614047
    Zn2Y2     5.051224360     3.588503603  0.710422532687
   Ni2La2     5.043338482     3.578496372  0.709549118064
   Nb2Pb2     4.934036725     3.537635608  0.716986071481
    Fe2Y2     4.859884863     3.444636707  0.708789776734
   Ru2Tl2     4.699158460     3.327892514  0.708189039022
   Co2Pb2     4.723365606     3.346494015  0.708497773441
   Sc2Bi2     5.118906766     3.952792653    0.7721946958
    W2Pb2     4.290372355     4.587057244   1.06915131472
    Ni2Y2     4.801946158     3.399282021  0.707896737938
   Ni2Tl2     4.637186957     3.283409580  0.708060643327
   Mn2Ga2     3.836558280     3.684312686  0.960317142895
   Nb2Re2     4.526584620     3.201748021  0.707320925108
   Cu2Pd2     4.266390135     3.085048053  0.723105003382
